portal_id,title_ru,title_en
1847,"Письмо А.М. Костякова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from A. M. Kostyakov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1848,"Письмо счетовода Людмилы Кошкиной к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from bookkeeper Lyudmila Koshkina to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1849,"Письмо Николая Леонидовича Краснова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Nikolai Leonidovich Krasnov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1850,"Письмо Б. Кругина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from B. Krugin to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1851,"Письмо А. Кулешовой к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from A. Kuleshova to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1852,"Письмо ученого, секретаря Комитета по метеоритам АН СССР Л.А. Кулика к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from L. A. Kulik, scientific secretary of the Committee on Meteorites of the USSR Academy of Sciences, to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1853,"Письма А. Куракиной к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letters of A. Kurakina to K. E. Tsiolkovsky in reply to his note ""Who Saw the Bolide?"""
1854,"Письмо Р.А. Курса к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from R. A. Kurs to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1855,"Письмо научного работника Московского Электротехнического Института Связи В. Лаврова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from V. Lavrov, a scientific worker of the Moscow Electrotechnical Institute of Communications, to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1856,"Письмо В.Д. Ларме к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from V. D. Larme to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1857,"Письмо Л. Латунова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from L. Latunov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1858,"Письмо А.Д. Лебедева к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from A. D. Lebedev to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1859,"Письмо инструктора физкультуры Левицкого к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from physical education instructor Levitsky to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1860,"Письмо А.Н. Лускарева к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from A. N. Luskarev to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1861,"Письмо Григория Михайловича Лыхина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Grigory Mikhailovich Lykhin to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1862,"Письмо рабочего И.И. Макарова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from worker I. I. Makarov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1863,"Письмо студентки техникума Нины И. Малаховской к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from technical school student Nina I. Malakhovskaya to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1864,"Письмо Мечислава Севериновича Малевича к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Mechislav Severinovich Malevich to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1865,"Письмо Вячеслава Владимировича Малинко к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Vyacheslav Vladimirovich Malinko to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1866,"Письмо В.Н. Малова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from V. N. Malov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1867,"Письма Ф. Маркевича к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letters of F. Markevich to K. E. Tsiolkovsky in reply to his note ""Who Saw the Bolide?"""
1868,"Письмо Д. Масленникова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from D. Maslennikov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1869,"Письмо Николая Машонкина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Nikolai Mashonkin to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1870,"Письмо Н. Медведкина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from N. Medvedkin to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1871,"Письмо А. и Н. Медянцевых к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from A. and N. Medyantsev to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1872,"Письмо Н. Милюкова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from N. Milyukov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1873,"Письмо колхозника Якова Андреевича Минского к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from kolkhoz farmer Yakov Andreevich Minsky to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1874,"Письма Николая Константиновича Мниховича к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letters of Nikolai Konstantinovich Mnikhovich to K. E. Tsiolkovsky in reply to his note ""Who Saw the Bolide?"""
1875,"Письмо Б. Моделя к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from B. Model to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1876,"Письмо Василия Гавриловича Морева к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Vasily Gavrilovich Morev to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1877,"Письмо ботаника Михаила Ивановича Назарова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from the botanist Mikhail Ivanovich Nazarov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1878,"Письмо И.А. Неганова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from I. A. Neganov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1879,"Письмо Д. Нестерова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from D. Nesterov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1880,"Письмо студента В. Нефедьева к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from the student V. Nefedyev to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1881,"Письмо электросварщика Василия Георгиевича Никитина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from the electric welder Vasily Georgievich Nikitin to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1882,"Письмо Марии Сергеевны Новик к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Maria Sergeevna Novik to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1883,"Письмо К.И. Новикова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from K. I. Novikov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1884,"Письмо врача Новикова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from the physician Novikov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1885,"Письмо преподавателя авиадела Новожилова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from the aviation-studies instructor Novozhilov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1886,"Письмо В. Оливетского к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from V. Olivetsky to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1887,"Письмо К. Осипенкова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from K. Osipenkov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1888,"Письмо В.М. Палуевой к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from V. M. Paluyeva to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1889,"Письма школьника Ника Панкова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letters of the schoolboy Nik Pankov to K. E. Tsiolkovsky in reply to his note ""Who Saw the Bolide?"""
1890,"Письмо С.П. Паринкина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from S. P. Parinkin to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1891,"Письмо преподавателя физики и математики Е. Пархоменко к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from the physics and mathematics instructor E. Parkhomenko to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1892,"Письмо школьника Владимира Педяша к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from the schoolboy Vladimir Pedyash to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1893,"Письмо В.Б. Пенина и Демидова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from V. B. Penin and Demidov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1894,"Письмо Тамары Перелюбской к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Tamara Perelyubskaya to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1895,"Письмо старшего химика Московского Инженерно - строительного института Евгения Николаевича Перепёлкина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from the senior chemist of the Moscow Institute of Civil Engineering Evgeny Nikolaevich Perepyolkin to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1896,"Письмо школьницы Любови Платоновой к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from the schoolgirl Lyubov Platonova to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1897,"Письмо М. Погодина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from M. Pogodin to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1898,"Письмо школьницы Лидии Поджес к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from the schoolgirl Lidia Podzhes to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1899,"Письмо А. Поленова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from A. Polenov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1900,"Письмо М.Д. Поликарпова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from M. D. Polikarpov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1901,"Письмо Ефима Андреевича Полякова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Yefim Andreevich Polyakov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1902,"Письмо Дмитрия Степановича Попкова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Dmitry Stepanovich Popkov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1903,"Письмо Влад[ислава] Павл[овича] Попцова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Vlad[islav] Pavl[ovich] Poptsov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1904,"Письмо И.В. Поспелова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from I. V. Pospelov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1905,"Письмо Анатолия Николаевича Потапова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Anatoly Nikolaevich Potapov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1906,"Письмо преподавателя Алексея Николаевича Профецкого к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from the instructor Alexei Nikolaevich Profetsky to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1907,"Письма доцента, сотрудника Ленинградского Астрономического Института Ив[ана] Ив[ановича] Путилина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letters from the docent, staff member of the Leningrad Astronomical Institute Iv[an] Iv[anovich] Putilin to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1908,"Письмо члена Коллегии защитников А. Розанова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from the member of the Board of Advocates A. Rozanov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1909,"Письмо С.Ю. Розмана к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from S. Yu. Rozman to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1910,"Письмо наблюдателя Жуковской метеорологической станции Ртищева к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from the observer of the Zhukovsky Meteorological Station Rtishchev to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1911,"Письмо В. Сазонова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from V. Sazonov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1912,"Письмо инженера Л.А. Сазонова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from the engineer L. A. Sazonov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1913,"Письмо Салапиной к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Salapina to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1914,"Письмо учителя А. Сальникова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from the teacher A. Salnikov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1915,"Письмо А.В. Салмина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from A. V. Salmin to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1916,"Письмо Л. Сафоновой к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from L. Safonova to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1917,"Письмо Алексея Васильевича Свирина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Aleksei Vasilyevich Svirin to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1918,"Письмо А. Семенко к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from A. Semenko to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1919,"Письмо инженера С. Серебрякова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from engineer S. Serebryakov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1920,"Письмо Л. Сидорова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from L. Sidorov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1921,"Письмо А. Силаева к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from A. Silaev to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1922,"Письмо Николая Петровича Синькина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Nikolai Petrovich Sinkin to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1923,"Письмо преподавателя биологии и химии В. Смирновой к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from biology and chemistry teacher V. Smirnova to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1924,"Письмо М.А. Смирновой к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from M. A. Smirnova to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1925,"Письмо Т. Смирновой к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from T. Smirnova to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1926,"Письмо К.И. Соколова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from K. I. Sokolov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1927,"Письмо Ольги Мироновны Соколовой к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Olga Mironovna Sokolova to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1928,"Письмо М.И. Солодова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from M. I. Solodov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1929,"Письмо школьницы В. Спицыной к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from schoolgirl V. Spitsyna to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1930,"Письмо школьника Александра Александровича Старченко к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from schoolboy Aleksandr Aleksandrovich Starchenko to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1931,"Письмо М.В. Стеженского к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from M. V. Stezhensky to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1932,"Письмо Ювеналия Маркелловича Степанова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Yuvenaly Markellovich Stepanov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1933,"Письмо Ивана Семеновича Степанчикова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Ivan Semyonovich Stepanchikov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1934,"Письмо сотрудника Управления боевой подготовки РККА Стражевского к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Strazhevsky, an employee of the Directorate of Combat Training of the Red Army, to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1935,"Письмо студента педтехникума Евгения Сухомлина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Evgeny Sukhomlin, a student at a pedagogical technical school, to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1936,"Письмо инженера М.М. Таланцева к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from engineer M. M. Talantsev to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1937,"Письмо художника Талдыкина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from artist Taldykin to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1938,"Письмо школьника Николая [Константиновича] Тарасова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from schoolboy Nikolai [Konstantinovich] Tarasov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1939,"Письмо А. Тейле к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from A. Teile to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1940,"Письмо Федора Федоровича Терентьева к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Fyodor Fyodorovich Terentyev to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1941,"Письмо лаборанта Н. Титова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from laboratory assistant N. Titov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1942,"Письмо сотрудника Госбанка С. Тихомирова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from S. Tikhomirov, an employee of Gosbank, to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1943,"Письмо В. Тишечкина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from V. Tishechkin to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1944,"Письмо зав. медпунктом Ольги Осиповны Тремут к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Olga Osipovna Tremut, head of the medical station, to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1945,"Письмо Трофимова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Trofimov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1946,"Письмо Николая Федоровича Туманова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Nikolai Fyodorovich Tumanov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1947,"Письмо Н. Турчиновича к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from N. Turchinovich to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1948,"Письмо А.В. Умнова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from A. V. Umnov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1949,"Письмо студента С.П. Устиновича к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from student S. P. Ustinovich to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1950,"Письмо агронома Фандеева к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from agronomist Fandeev to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1951,"Письмо А.В. Федорова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from A. V. Fedorov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1952,"Письмо Филиповского и В. Мельгунова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Filipovsky and V. Melgunov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1953,"Письмо слесаря Фролова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from locksmith Frolov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1954,"Письмо преподавателя Б. Хавина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from teacher B. Khavin to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1955,"Письмо колхозника Григория Петровича Харламова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from kolkhoz worker Grigory Petrovich Kharlamov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1956,"Письмо Хромова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Khromov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1957,"Письма инженера-механика М. Хрущева к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letters from mechanical engineer M. Khrushchev to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1958,"Письмо студента П. Цветкова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from student P. Tsvetkov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1959,"Письмо зав. школой Е.Ч. Ченце к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from school head E. Ch. Chentse to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1960,"Письмо управдома Марии Игнатьевны Черепановой к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from building manager Maria Ignatievna Cherepanova to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1961,"Письмо А. Шакалиса к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from A. Shakalis to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1962,"Письмо В. Шатова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from V. Shatov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1963,"Письмо А. Шлыкова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from A. Shlykov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1964,"Письмо курсанта-комбайнера Петра Григорьевича Шульженко к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from cadet-combine operator Pyotr Grigorievich Shulzhenko to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1965,"Письмо пожарного инструктора Николая Васильевича Шульца к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from fire instructor Nikolai Vasilievich Schultz to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1966,"Письмо геолога Вадима Васильевича Шумова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from geologist Vadim Vasilievich Shumov to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1967,"Письмо И.Н. Шумского к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from I. N. Shumsky to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1968,"Письмо Анатолия Михайловича Шагина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Anatoly Mikhailovich Shagin to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1969,"Письмо Ю.И. Ягодина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from Yu. I. Yagodin to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1970,"Письмо Б.Т. Яковлева к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from B. T. Yakovlev to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1971,"Письмо зоотехника В.Л. Ямковенко к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from zootechnician V. L. Yamkovenko to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1972,"Письмо С. Яткина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from S. Yatkin to K. E. Tsiolkovsky in response to his note ""Who Saw the Bolide?"""
1973,"Письмо из Пипиковского сельского совета Ясековского района Московской области к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?»","Letter from the Pipikovsky village soviet of Yasekovsky district, Moscow region, to K. E. Tsiolkovsky in reply to his note ""Who Saw the Bolide?"""
1974,Письмо неустановленного корреспондента к неустановленному адресату поступившее в архив вместе с остальными материалами К.Э. Циолковского,"Letter from an unidentified correspondent to an unidentified addressee, received into the archive together with the rest of K. E. Tsiolkovsky's materials"
1975,Письмо Ассонова Александра Васильевича Циолковской Любови Константиновне,Letter from Assonov Alexander Vasilievich to Tsiolkovskaya Lyubov Konstantinovna
1976,Письмо Ассонова Владимира Васильевича к Безъязычному Владимиру Иосифовичу,Letter of Vladimir Vasilievich Assonov to Vladimir Iosifovich Bezyazychny
1977,Письмо Ассонова Владимира Васильевича к Самойловичу Сергею Ивановичу,Letter of Vladimir Vasilievich Assonov to Sergei Ivanovich Samoilovich
1978,Письмо В.Н. Баданина к Циолковской Любови Константиновне,Letter from V. N. Badanin to Tsiolkovskaya Lyubov Konstantinovna
1979,"Письмо Бельской Фортикову Ивану, Петровичу","Letter of Belskaya to Ivan, Petrovich Fortikov"
